GEOID,STATEFP,COUNTYFP,TRACTCE,Diversity_PCA1,Diversity_PCA2,stnd_Diversity_PCA1,stnd_Diversity_PCA2
37067002100,37,67,2100,0.277309831,-1.192493988,106.9327458,70.18765031
37067002200,37,67,2200,-0.449287447,0.366058963,88.76781382,109.1514741
37067002501,37,67,2501,1.04981005,0.939063596,126.2452512,123.4765899
37067002502,37,67,2502,1.797242488,-0.502496212,144.9310622,87.43759469
37067002601,37,67,2601,1.316452816,-0.34318092,132.9113204,91.42047701
37067002604,37,67,2604,0.853902902,-1.032621976,121.3475725,74.18445061
37067002605,37,67,2605,0.022225832,1.536065455,100.5556458,138.4016364
37067002606,37,67,2606,0.865884623,0.42019798,121.6471156,110.5049495
37067002701,37,67,2701,-0.677760821,0.164478761,83.05597947,104.111969
37067002702,37,67,2702,-0.989970325,-0.145020987,75.25074188,96.37447532
37067002704,37,67,2704,-0.933691203,-1.045909539,76.65771992,73.85226153
37067002705,37,67,2705,-0.093304256,0.381676439,97.6673936,109.541911
37067002804,37,67,2804,0.938471628,-0.40296628,123.4617907,89.92584299
37067002806,37,67,2806,-0.835341014,0.44083895,79.11647465,111.0209737
37067002903,37,67,2903,1.059975845,-0.804373609,126.4993961,79.89065978
37067003002,37,67,3002,0.53884521,-1.524425783,113.4711302,61.88935543
37067003004,37,67,3004,0.661212994,0.752507948,116.5303248,118.8126987
37067003105,37,67,3105,1.31346863,0.288355188,132.8367158,107.2088797
37067003108,37,67,3108,0.378720001,0.868490149,109.468,121.7122537
37067003201,37,67,3201,0.543307307,0.864917235,113.5826827,121.6229309
37067003202,37,67,3202,-0.451039929,1.005044544,88.72400177,125.1261136
37067003307,37,67,3307,0.288554513,0.916082826,107.2138628,122.9020707
37067003308,37,67,3308,1.606403532,-1.22576029,140.1600883,69.35599275
37067003309,37,67,3309,0.054701193,-0.431856894,101.3675298,89.20357766
37067003310,37,67,3310,1.227415467,-2.145677957,130.6853867,46.35805108
37067003311,37,67,3311,1.537056514,-1.198201045,138.4264128,70.04497387
37067003314,37,67,3314,1.101398618,0.5847969,127.5349654,114.6199225
37067003315,37,67,3315,0.006272417,1.64053817,100.1568104,141.0134543
37067003402,37,67,3402,1.543451383,-0.214698293,138.5862846,94.63254267
37067003403,37,67,3403,-0.560928666,0.406106904,85.97678334,110.1526726
37067003404,37,67,3404,-0.616366205,-0.776005675,84.59084486,80.59985812
37067003500,37,67,3500,-0.079946248,-0.074747571,98.00134381,98.13131073
37067003600,37,67,3600,0.699878012,-1.174552089,117.4969503,70.63619777
37067003701,37,67,3701,-0.791046209,-0.079320987,80.22384478,98.01697534
37067003702,37,67,3702,-0.072715458,-0.161203501,98.18211354,95.96991246
37067003703,37,67,3703,0.47726642,-0.532876065,111.9316605,86.67809837
37067003804,37,67,3804,-0.503327274,1.104345558,87.41681814,127.6086389
37067003805,37,67,3805,-0.829694896,0.476787264,79.2576276,111.9196816
37067003806,37,67,3806,1.040770526,-0.328559024,126.0192631,91.78602441
37067003903,37,67,3903,-0.993708169,0.322664467,75.15729579,108.0666117
37067003904,37,67,3904,-0.002189337,1.214855471,99.94526658,130.3713868
37067003905,37,67,3905,0.093116306,1.260548342,102.3279076,131.5137085
37067003906,37,67,3906,1.763276289,-1.034446761,144.0819072,74.13883097
37067003908,37,67,3908,1.973455718,-1.073409369,149.336393,73.16476577
37067003909,37,67,3909,0.690572191,1.0700724,117.2643048,126.75181
37067004005,37,67,4005,1.58841378,0.769513283,139.7103445,119.2378321
37067004010,37,67,4010,0.757342039,1.091865306,118.933551,127.2966326
37067004011,37,67,4011,1.104523694,0.668642348,127.6130924,116.7160587
37067004012,37,67,4012,0.608426868,0.849590942,115.2106717,121.2397735
37067004013,37,67,4013,-0.043873993,1.483469518,98.90315017,137.0867379
37067004014,37,67,4014,0.768390443,0.068556722,119.2097611,101.7139181
37067004015,37,67,4015,1.193306172,0.27498273,129.8326543,106.8745682
37067004103,37,67,4103,1.670888068,-0.042206758,141.7722017,98.94483105
37071030105,37,71,30105,0.555280634,0.334945269,113.8820159,108.3736317
37071030106,37,71,30106,0.941715972,-1.047795048,123.5428993,73.8051238
37071030401,37,71,30401,1.590844675,0.624848834,139.7711169,115.6212209
37071030404,37,71,30404,0.996011705,-0.564387916,124.9002926,85.8903021
37071030901,37,71,30901,0.584474635,-0.290482879,114.6118659,92.73792802
37071030902,37,71,30902,0.422986183,-0.775498429,110.5746546,80.61253927
37071031001,37,71,31001,1.394227793,1.035503463,134.8556948,125.8875866
37071031004,37,71,31004,0.500869693,0.807696989,112.5217423,120.1924247
37071031005,37,71,31005,1.512508676,0.058130138,137.8127169,101.4532534
37071031006,37,71,31006,1.496981335,-0.248649224,137.4245334,93.7837694
37071031102,37,71,31102,-0.413300702,0.865812102,89.66748245,121.6453025
37071031202,37,71,31202,0.148832828,1.352267217,103.7208207,133.8066804
37071031203,37,71,31203,0.249067875,1.827306413,106.2266969,145.6826603
37071031204,37,71,31204,0.379587903,1.040767471,109.4896976,126.0191868
37071031301,37,71,31301,1.091375816,-0.973132067,127.2843954,75.67169832
37071031303,37,71,31303,-0.540133398,0.250904471,86.49666506,106.2726118
37071031304,37,71,31304,1.233602165,-0.691112324,130.8400541,82.72219189
37071031401,37,71,31401,-0.106782821,0.555842619,97.33042948,113.8960655
37071031402,37,71,31402,1.51306459,-1.150523471,137.8266148,71.23691322
37071031800,37,71,31800,-0.028821734,-1.844651302,99.27945665,53.88371744
37071031901,37,71,31901,-1.355518663,-1.001908218,66.11203342,74.95229456
37071032000,37,71,32000,-0.707447438,-1.486125429,82.31381404,62.84686427
37071032100,37,71,32100,-1.323761798,-0.231855577,66.90595505,94.20361057
37071032201,37,71,32201,0.425829017,0.685442145,110.6457254,117.1360536
37071032202,37,71,32202,0.292825723,1.530383906,107.3206431,138.2595977
37071032301,37,71,32301,0.288636794,0.486176448,107.2159198,112.1544112
37071032302,37,71,32302,0.430290966,0.609682209,110.7572741,115.2420552
37071032403,37,71,32403,1.392986678,0.795513846,134.8246669,119.8878462
37071032404,37,71,32404,0.213415496,0.660756544,105.3353874,116.5189136
37071032405,37,71,32405,1.96425065,-0.219277676,149.1062663,94.51805809
37071032406,37,71,32406,1.772516367,-0.840452272,144.3129092,78.98869321
37071032505,37,71,32505,-0.69124885,0.713515322,82.71877876,117.8378831
37071032506,37,71,32506,-0.39793808,0.286223174,90.051548,107.1555793
37071032507,37,71,32507,1.265587688,-1.057464202,131.6396922,73.56339496
37071032508,37,71,32508,1.488099034,-0.192249798,137.2024759,95.19375506
37071032509,37,71,32509,1.887979088,-0.2560803,147.1994772,93.59799249
37071032600,37,71,32600,0.59676695,-0.798654935,114.9191737,80.03362662
37071032702,37,71,32702,-0.005304591,1.427725436,99.86738522,135.6931359
37071032703,37,71,32703,-0.163719359,-0.8496258,95.90701602,78.759355
37071032704,37,71,32704,-0.932128553,0.755616891,76.69678618,118.8904223
37071032801,37,71,32801,-0.855587874,0.600540935,78.61030316,115.0135234
37071032802,37,71,32802,-0.443240439,0.632531155,88.91898903,115.8132789
37071032900,37,71,32900,-0.784371578,-0.427333173,80.39071055,89.31667068
37071033100,37,71,33100,-0.104900552,-0.424134565,97.37748621,89.39663588
37071033202,37,71,33202,0.865929152,-0.233790861,121.6482288,94.15522847
37071033203,37,71,33203,-0.094444955,-1.289199935,97.63887613,67.77000163
37071033204,37,71,33204,0.077791474,-0.745158953,101.9447869,81.37102618
37071033303,37,71,33303,1.553787616,-0.221931871,138.8446904,94.45170322
37071033310,37,71,33310,1.174456833,0.495291585,129.3614208,112.3822896
37071033312,37,71,33312,1.217038589,-0.290476978,130.4259647,92.73807555
37071033313,37,71,33313,1.264352464,-0.665011019,131.6088116,83.37472452
37071033502,37,71,33502,1.674237962,-0.160836912,141.8559491,95.97907719
37077970400,37,77,970400,-0.527589613,-0.346983606,86.81025967,91.32540986
37077970606,37,77,970606,1.358153673,-1.645510663,133.9538418,58.86223343
37077970702,37,77,970702,-0.1121489,0.033509438,97.19627751,100.837736
37077970703,37,77,970703,0.021003922,0.438578722,100.5250981,110.9644681
37081010100,37,81,10100,-1.270290904,-1.55979712,68.24272739,61.00507199
37081010200,37,81,10200,-1.680515434,-0.322550452,57.98711414,91.93623871
37081010300,37,81,10300,-0.847221249,-2.536443452,78.81946878,36.58891369
37081010401,37,81,10401,-0.099203915,0.696945884,97.51990212,117.4236471
37081010403,37,81,10403,-0.059390949,-0.362673798,98.51522628,90.93315504
37081010404,37,81,10404,1.611174057,-0.279628541,140.2793514,93.00928647
37081010500,37,81,10500,0.091358939,1.08799825,102.2839735,127.1999563
37081010601,37,81,10601,-0.041255321,-0.026642884,98.96861697,99.3339279
37081010602,37,81,10602,-1.513504092,0.615459934,62.16239771,115.3864983
37081010701,37,81,10701,-1.258786614,0.643080323,68.53033466,116.0770081
37081010702,37,81,10702,-1.546380995,0.478756705,61.34047512,111.9689176
37081010800,37,81,10800,-1.352936798,-0.172206125,66.17658005,95.69484687
37081010900,37,81,10900,-2.08855515,-0.20474168,47.78612125,94.88145801
37081011000,37,81,11000,-2.235361434,-1.227495977,44.11596416,69.31260059
37081011101,37,81,11101,-1.746002643,-0.79006051,56.34993393,80.24848724
37081011102,37,81,11102,-0.524695854,-2.934932617,86.88260366,26.62668457
37081011201,37,81,11201,-2.217517351,-0.76102889,44.56206624,80.97427776
37081011202,37,81,11202,-2.026208322,-1.039500654,49.34479195,74.01248365
37081011300,37,81,11300,-1.003568226,-2.641213962,74.91079435,33.96965095
37081011400,37,81,11400,-2.11834256,-0.729457614,47.041436,81.76355964
37081011500,37,81,11500,-0.685775432,-1.489817303,82.85561419,62.75456743
37081011601,37,81,11601,-0.478310723,-2.345708801,88.04223193,41.35727997
37081011602,37,81,11602,-1.445847552,-1.058744466,63.85381119,73.53138834
37081011904,37,81,11904,-1.030299833,0.078420888,74.24250417,101.9605222
37081011905,37,81,11905,-0.450601418,-1.396544879,88.73496455,65.08637802
37081012503,37,81,12503,0.363077799,-0.324981713,109.076945,91.87545717
37081012504,37,81,12504,-1.342479407,0.475194581,66.43801483,111.8798645
37081012505,37,81,12505,1.554479369,-0.46845322,138.8619842,88.2886695
37081012508,37,81,12508,0.670611182,-0.712012995,116.7652795,82.19967513
37081012509,37,81,12509,1.148246586,-0.943389885,128.7061646,76.41525287
37081012510,37,81,12510,0.989379039,-0.647655285,124.734476,83.80861788
37081012511,37,81,12511,1.717800986,-0.795526167,142.9450247,80.11184582
37081012604,37,81,12604,-1.435482833,-0.915150636,64.11292917,77.12123409
37081012607,37,81,12607,-0.517381503,-0.857643114,87.06546242,78.55892215
37081012608,37,81,12608,-1.493142195,-0.830774021,62.67144513,79.23064949
37081012610,37,81,12610,-0.892054767,-2.068197939,77.69863083,48.29505153
37081012611,37,81,12611,-1.771952244,-0.073206692,55.7011939,98.1698327
37081012612,37,81,12612,-1.56703215,-0.702642633,60.82419624,82.43393417
37081012617,37,81,12617,-1.6516586,-0.168062286,58.70853499,95.79844286
37081012618,37,81,12618,-2.092991347,-0.017090629,47.67521633,99.57273429
37081012619,37,81,12619,-1.732663125,0.321855684,56.68342188,108.0463921
37081012620,37,81,12620,-1.62282666,-0.073041248,59.4293335,98.17396879
37081012621,37,81,12621,-0.897989218,-0.450385129,77.55026954,88.74037178
37081012703,37,81,12703,-0.963793734,0.067578553,75.90515666,101.6894638
37081012704,37,81,12704,-1.355519641,-0.495978432,66.11200897,87.60053919
37081012705,37,81,12705,-0.976035558,-2.040205679,75.59911106,48.99485802
37081012706,37,81,12706,-1.466999286,-1.173160075,63.32501785,70.67099812
37081012707,37,81,12707,-1.894011472,-0.903188418,52.6497132,77.42028956
37081012804,37,81,12804,-1.900212767,-0.223081179,52.49468083,94.42297053
37081012805,37,81,12805,-1.129506792,-0.277208984,71.7623302,93.0697754
37081013601,37,81,13601,-0.820374568,-1.086503517,79.4906358,72.83741208
37081013602,37,81,13602,-0.601530743,-1.865293639,84.96173142,53.36765903
37081013700,37,81,13700,0.421336345,-0.890501172,110.5334086,77.7374707
37081013800,37,81,13800,-1.393012907,-1.438891334,65.17467733,64.02771664
37081013900,37,81,13900,-2.083955786,-0.439385201,47.90110536,89.01536997
37081014000,37,81,14000,-1.307675249,-0.411979936,67.30811879,89.70050161
37081014200,37,81,14200,-1.208490231,-1.327391949,69.78774422,66.81520128
37081014300,37,81,14300,-1.746691676,-0.991917215,56.3327081,75.20206962
37081014407,37,81,14407,-0.325741931,0.592361122,91.85645172,114.809028
37081014408,37,81,14408,-0.805751166,-1.147376856,79.85622086,71.3155786
37081014409,37,81,14409,-0.306454468,0.194652596,92.33863829,104.8663149
37081014410,37,81,14410,-0.953131149,0.476513141,76.17172128,111.9128285
37081014411,37,81,14411,-1.467586912,-0.324359108,63.3103272,91.89102229
37081014412,37,81,14412,0.169475932,0.663371742,104.2368983,116.5842936
37081014501,37,81,14501,-1.195791276,-0.283467329,70.10521811,92.91331679
37081014502,37,81,14502,-0.733565246,-0.858170161,81.66086886,78.54574599
37081014503,37,81,14503,-0.619155844,-1.608237877,84.52110391,59.79405309
37081015703,37,81,15703,-0.162924943,1.37712797,95.92687643,134.4281993
37081015704,37,81,15704,0.362844144,1.476289728,109.0711036,136.9072432
37081015705,37,81,15705,-0.041352977,1.356957315,98.96617558,133.9239329
37081015706,37,81,15706,0.985926719,-1.662700093,124.648168,58.43249767
37081015707,37,81,15707,0.002933626,0.669153459,100.0733406,116.7288365
37081015800,37,81,15800,2.227118344,-0.63422996,155.6779586,84.144251
37081016003,37,81,16003,1.369924092,-0.535474781,134.2481023,86.61313049
37081016005,37,81,16005,0.744098291,1.735075652,118.6024573,143.3768913
37081016006,37,81,16006,-0.371944455,1.474069587,90.70138862,136.8517397
37081016007,37,81,16007,-0.453037596,1.745086741,88.67406009,143.6271685
37081016008,37,81,16008,0.895722099,-0.276316665,122.3930525,93.09208337
37081016009,37,81,16009,1.128034493,-0.282311811,128.2008623,92.94220472
37081016010,37,81,16010,-0.237258531,1.292603598,94.06853672,132.3150899
37081016011,37,81,16011,-1.160649709,0.19315364,70.98375728,104.828841
37081016101,37,81,16101,-0.017614568,1.557489873,99.55963581,138.9372468
37081016102,37,81,16102,-1.254979483,0.77425935,68.62551292,119.3564838
37081016103,37,81,16103,-1.027928369,0.752800034,74.30179077,118.8200008
37081016205,37,81,16205,-0.366400477,0.572416653,90.83998808,114.3104163
37081016303,37,81,16303,0.74196388,-0.005239195,118.549097,99.86902012
37081016305,37,81,16305,0.708144675,0.191880697,117.7036169,104.7970174
37081016306,37,81,16306,-0.406479722,0.656040027,89.83800694,116.4010007
37081016405,37,81,16405,-0.489511581,-0.558017552,87.76221047,86.0495612
37081016406,37,81,16406,-0.908671226,1.022043477,77.28321936,125.5510869
37081016407,37,81,16407,0.155656084,-0.0478511,103.8914021,98.8037225
37081016408,37,81,16408,1.558095886,-0.184305087,138.9523971,95.39237283
37081016409,37,81,16409,1.2455339,-0.285732348,131.1383475,92.8566913
37081016410,37,81,16410,-0.269275916,-0.196972477,93.26810211,95.07568808
37081016502,37,81,16502,0.40478972,-0.031302487,110.119743,99.21743783
37081016503,37,81,16503,-1.187696936,0.532067269,70.3075766,113.3016817
37081016505,37,81,16505,-0.753832589,0.558825856,81.15418528,113.9706464
37081017101,37,81,17101,1.608260246,-0.894140001,140.2065062,77.64649997
37081017102,37,81,17102,0.841694675,-0.602252714,121.0423669,84.94368215
37083930200,37,83,930200,-0.411278769,0.399045924,89.71803078,109.9761481
37083930300,37,83,930300,0.44095904,-0.606659891,111.023976,84.83350273
37083930400,37,83,930400,-0.977680715,-0.452040856,75.55798214,88.69897861
37083930501,37,83,930501,-0.008320705,-0.016865096,99.79198237,99.57837259
37085070802,37,85,70802,0.673794401,1.759783722,116.84486,143.9945931
37085070901,37,85,70901,0.747079131,0.257781771,118.6769783,106.4445443
37085071202,37,85,71202,0.266104532,0.231609181,106.6526133,105.7902295
37085071303,37,85,71303,1.324988977,-1.279990076,133.1247244,68.00024811
37087920502,37,87,920502,1.267788502,1.48112937,131.6947125,137.0282343
37087920602,37,87,920602,1.423043936,0.999479584,135.5760984,124.9869896
37087920900,37,87,920900,0.111579134,1.855520174,102.7894783,146.3880044
37087921201,37,87,921201,-0.055573307,1.139924331,98.61066733,128.4981083
37089930302,37,89,930302,0.723077118,0.921815177,118.0769279,123.0453794
37089930402,37,89,930402,0.925712952,1.246280426,123.1428238,131.1570107
37089930501,37,89,930501,0.474272734,0.74712519,111.8568183,118.6781297
37089930600,37,89,930600,0.20081852,1.390112596,105.020463,134.7528149
37089930800,37,89,930800,1.679739574,0.301932503,141.9934894,107.5483126
37089930900,37,89,930900,0.92467034,0.528178978,123.1167585,113.2044744
37089931000,37,89,931000,0.140514352,1.47950543,103.5128588,136.9876357
37089931100,37,89,931100,-0.725159177,-0.296596762,81.87102059,92.58508095
37089931200,37,89,931200,-0.892820991,0.896679943,77.67947523,122.4169986
37089931300,37,89,931300,0.028476854,0.962650468,100.7119213,124.0662617
37089931402,37,89,931402,0.172441973,-0.07218558,104.3110493,98.1953605
37089931700,37,89,931700,1.163020951,0.935763577,129.0755238,123.3940894
37089931801,37,89,931801,1.532657257,0.495998872,138.3164314,112.3999718
37089931802,37,89,931802,2.059408985,0.160042634,151.4852246,104.0010658
37093970105,37,93,970105,-0.051820619,-0.608105359,98.70448453,84.79736602
37093970107,37,93,970107,0.531727218,-0.377747978,113.2931804,90.55630056
37093970300,37,93,970300,-0.226769143,-0.742038915,94.33077142,81.44902712
37097060100,37,97,60100,-0.263972334,0.166550576,93.40069166,104.1637644
37097060200,37,97,60200,-0.18297399,-1.436172944,95.42565025,64.09567639
37097060300,37,97,60300,0.021471612,-1.1899876,100.5367903,70.25031001
37097060400,37,97,60400,-0.317113891,-0.633115198,92.07215274,84.17212005
37097060500,37,97,60500,-0.437934673,0.244806183,89.05163317,106.1201546
37097060601,37,97,60601,-0.332957217,0.485328718,91.67606958,112.133218
37097061003,37,97,61003,0.679404365,0.27916636,116.9851091,106.979159
37097061203,37,97,61203,0.869758602,0.675136414,121.7439651,116.8784103
37097061204,37,97,61204,2.056631632,-0.349414035,151.4157908,91.26464913
37097061304,37,97,61304,0.392540593,1.102516609,109.8135148,127.5629152
37097061402,37,97,61402,0.574949989,1.412862377,114.3737497,135.3215594
37097061403,37,97,61403,-0.482050217,1.505567142,87.94874458,137.6391786
37097061404,37,97,61404,0.667794557,0.709190189,116.6948639,117.7297547
37097061405,37,97,61405,1.644142462,-0.466503882,141.1035616,88.33740294
37097061406,37,97,61406,1.886261305,-0.152228568,147.1565326,96.1942858
37097061407,37,97,61407,1.510490141,0.706665861,137.7622535,117.6666465
37097061501,37,97,61501,0.354569131,-0.154354701,108.8642283,96.14113248
37097061601,37,97,61601,-0.595775574,0.230387756,85.10561065,105.7596939
37097061603,37,97,61603,0.284454203,1.22165957,107.1113551,130.5414892
37097061604,37,97,61604,0.562870705,-0.583978859,114.0717676,85.40052854
37097061605,37,97,61605,1.169531435,0.360379752,129.2382859,109.0094938
37101040207,37,101,40207,1.560715734,-0.13356001,139.0178933,96.66099976
37101040208,37,101,40208,1.522890511,-0.446813447,138.0722628,88.82966382
37101040210,37,101,40210,2.321840292,-0.664027302,158.0460073,83.39931744
37101040303,37,101,40303,-0.310125237,-0.37052723,92.24686909,90.73681926
37101040700,37,101,40700,-0.153833783,0.039745754,96.15415542,100.9936439
37101040800,37,101,40800,-0.016334921,0.064157113,99.59162697,101.6039278
37101040906,37,101,40906,1.39262058,-0.185363865,134.8155145,95.36590337
37101041003,37,101,41003,0.293832156,0.712681311,107.3458039,117.8170328
37101041004,37,101,41004,-0.425519569,1.000888153,89.36201078,125.0222038
37101041108,37,101,41108,1.012481085,-0.130321328,125.3120271,96.74196679
37101041109,37,101,41109,1.348685579,-0.279968579,133.7171395,93.00078551
37101041110,37,101,41110,1.026516146,0.605915132,125.6629036,115.1478783
37101041112,37,101,41112,0.953311268,0.230643556,123.8327817,105.7660889
37101041113,37,101,41113,1.930402361,-0.394286446,148.260059,90.14283886
37101041402,37,101,41402,0.627918738,-0.014726892,115.6979684,99.63182771
37101041507,37,101,41507,1.880653302,-0.570502086,147.0163326,85.73744785
37105030101,37,105,30101,-0.120310123,0.851490127,96.99224693,121.2872532
37105030102,37,105,30102,1.337690195,0.08515603,133.4422549,102.1289007
37105030200,37,105,30200,-0.615161636,-0.77297404,84.62095909,80.67564899
37105030300,37,105,30300,-0.974225459,-0.546764264,75.64436353,86.33089339
37105030402,37,105,30402,0.194744506,-0.833716457,104.8686127,79.15708858
37107010300,37,107,10300,-0.893176303,-0.148693529,77.67059242,96.28266177
37107010400,37,107,10400,-1.819095982,-1.716688002,54.52260045,57.08279996
37107010500,37,107,10500,-0.548957936,-1.347793875,86.2760516,66.30515313
37107010600,37,107,10600,-0.249725219,-1.465707067,93.75686953,63.35732333
37107010700,37,107,10700,-1.426383305,0.139102035,64.34041738,103.4775509
37107010800,37,107,10800,-0.031076171,0.511971072,99.22309573,112.7992768
37107011002,37,107,11002,0.998385816,0.776430974,124.9596454,119.4107743
37107011100,37,107,11100,0.245398282,0.471905838,106.1349571,111.797646
37109070100,37,109,70100,-0.481538508,-0.302349494,87.9615373,92.44126266
37109070201,37,109,70201,-0.296638999,1.054576949,92.58402503,126.3644237
37109070202,37,109,70202,1.286795476,-0.362723704,132.1698869,90.93190739
37109071102,37,109,71102,1.786061932,-0.08762707,144.6515483,97.80932326
37109071201,37,109,71201,1.761999789,0.782165303,144.0499947,119.5541326
37109071202,37,109,71202,1.852545651,0.219819218,146.3136413,105.4954804
37109071203,37,109,71203,2.156875977,-0.311188725,153.9218994,92.22028187
37111970300,37,111,970300,1.471808898,0.536931893,136.7952224,113.4232973
37111970400,37,111,970400,0.347348174,0.65910707,108.6837043,116.4776767
37113970303,37,113,970303,0.969234627,1.154252771,124.2308657,128.8563193
37113970304,37,113,970304,0.136705558,1.573135115,103.4176389,139.3283779
37119000101,37,119,101,-0.301373595,-0.608588214,92.46566013,84.78529464
37119000102,37,119,102,0.180996872,-1.886214496,104.5249218,52.8446376
37119000103,37,119,103,-0.391023838,-1.998636134,90.22440406,50.03409664
37119000104,37,119,104,-0.245310206,-1.421111236,93.86724485,64.47221911
37119000301,37,119,301,-0.065589425,-1.211734541,98.36026437,69.70663647
37119000302,37,119,302,-0.732087392,-0.480240599,81.6978152,87.99398503
37119000401,37,119,401,-0.553073903,-1.477849382,86.17315241,63.05376544
37119000402,37,119,402,-0.097567237,-0.415609516,97.56081908,89.60976211
37119000501,37,119,501,-1.410479157,0.232237495,64.73802108,105.8059374
37119000502,37,119,502,-0.277174383,-1.376493939,93.07064042,65.58765153
37119000503,37,119,503,-1.721652751,0.246973512,56.95868123,106.1743378
37119000600,37,119,600,-1.746349543,-0.493047098,56.34126142,87.67382256
37119000700,37,119,700,-1.21459979,0.165314936,69.63500524,104.1328734
37119000900,37,119,900,-0.307029843,-0.689875413,92.32425394,82.75311468
37119001000,37,119,1000,-0.013519969,1.439988445,99.66200078,135.9997111
37119001100,37,119,1100,0.099401661,0.585220593,102.4850415,114.6305148
37119001200,37,119,1200,-0.207422739,-0.273187523,94.81443153,93.17031194
37119001300,37,119,1300,-0.946233402,-0.01863042,76.34416496,99.53423951
37119001400,37,119,1400,-1.226289201,0.567679414,69.34276997,114.1919854
37119001504,37,119,1504,-1.168231313,-0.322034158,70.79421718,91.94914605
37119001505,37,119,1505,-0.353553945,-0.482992498,91.16115138,87.92518755
37119001507,37,119,1507,-1.307278515,-0.4776956,67.31803713,88.05760999
37119001508,37,119,1508,-0.199739149,-0.900908551,95.00652128,77.47728622
37119001509,37,119,1509,-1.281582334,-0.867562531,67.96044165,78.31093674
37119001510,37,119,1510,-0.988608141,-1.206414674,75.28479647,69.83963315
37119001603,37,119,1603,-0.717556631,-0.189361542,82.06108423,95.26596146
37119001605,37,119,1605,-0.588000995,-0.229423289,85.29997512,94.26441778
37119001606,37,119,1606,-1.051347707,-0.07661279,73.71630733,98.08468024
37119001607,37,119,1607,-1.22944841,-0.346478934,69.26378974,91.33802666
37119001608,37,119,1608,-0.908427709,-0.78497339,77.28930728,80.37566524
37119001609,37,119,1609,-1.11710818,0.135644188,72.07229549,103.3911047
37119001701,37,119,1701,-0.971012679,0.572422101,75.72468302,114.3105525
37119001702,37,119,1702,-1.308229791,0.113846681,67.29425522,102.846167
37119001801,37,119,1801,-1.397272102,0.689065994,65.06819744,117.2266499
37119001802,37,119,1802,-0.815690359,0.669388055,79.60774103,116.7347014
37119001910,37,119,1910,-1.266691576,-0.439109428,68.33271059,89.0222643
37119001911,37,119,1911,0.035318845,-1.99675978,100.8829711,50.08100549
37119001914,37,119,1914,-0.763072385,-0.056129235,80.92319036,98.59676913
