GEOID,STATEFP,COUNTYFP,TRACTCE,Proximity_PCA1,Proximity_PCA2,stnd_Proximity_PCA1,stnd_Proximity_PCA2
37001020100,37,1,20100,0.940756431,0.334795036,123.5189108,108.3698759
37001020200,37,1,20200,0.593684071,-0.111306244,114.8421018,97.2173439
37001020301,37,1,20301,0.201004394,-0.283689623,105.0251099,92.90775944
37001020302,37,1,20302,0.295936605,-0.484901841,107.3984151,87.87745399
37001020400,37,1,20400,0.34034074,-0.326438391,108.5085185,91.83904022
37001020501,37,1,20501,0.255322396,-0.057342434,106.3830599,98.56643915
37001020502,37,1,20502,0.451751853,-0.187515827,111.2937963,95.31210432
37001020601,37,1,20601,0.261186476,0.177747682,106.5296619,104.4436921
37001020602,37,1,20602,0.465767256,0.114461118,111.6441814,102.861528
37001020701,37,1,20701,0.382897269,-0.053119227,109.5724317,98.67201931
37001020702,37,1,20702,0.413665871,0.124977557,110.3416468,103.1244389
37001020801,37,1,20801,-0.314070761,-0.602229589,92.14823098,84.94426028
37001020802,37,1,20802,0.706212732,-0.069640256,117.6553183,98.25899359
37001020901,37,1,20901,0.148349005,-0.262072374,103.7087251,93.44819066
37001020902,37,1,20902,-0.554230771,-0.877356014,86.14423073,78.06609966
37001021000,37,1,21000,0.749882707,0.132053392,118.7470677,103.3013348
37001021101,37,1,21101,0.315034499,-0.151949267,107.8758625,96.20126832
37001021102,37,1,21102,-0.311686877,-0.885398692,92.20782809,77.86503271
37001021201,37,1,21201,-0.70614051,-1.103769397,82.34648725,72.40576507
37001021204,37,1,21204,-1.217205128,-1.390313152,69.56987181,65.24217119
37001021205,37,1,21205,-0.097994074,-0.365073385,97.55014816,90.87316538
37001021206,37,1,21206,-0.941739009,-1.036869681,76.45652479,74.07825797
37001021701,37,1,21701,-0.224233032,-0.325077109,94.39417421,91.87307229
37001021702,37,1,21702,0.233970968,0.267835313,105.8492742,106.6958828
37003040400,37,3,40400,-0.541637104,0.817891783,86.4590724,120.4472946
37003040700,37,3,40700,-1.575543963,-0.430180741,60.61140092,89.24548148
37013930300,37,13,930300,-0.04321076,2.684178355,98.91973101,167.1044589
37013930501,37,13,930501,-1.840535986,1.551701626,53.98660036,138.7925406
37019020105,37,19,20105,-0.86551716,1.00140707,78.362071,125.0351768
37019020107,37,19,20107,-0.823029077,0.952387756,79.42427307,123.8096939
37019020108,37,19,20108,-0.617730001,1.418178693,84.55674997,135.4544673
37019020201,37,19,20201,-0.697408907,1.259930964,82.56477733,131.4982741
37019020304,37,19,20304,-3.063644673,0.603395574,23.40888318,115.0848894
37019020313,37,19,20313,-4.391115649,0.012314601,-9.777891214,100.307865
37019020314,37,19,20314,-4.099900753,-0.054071308,-2.497518818,98.6482173
37019020315,37,19,20315,-2.703381306,1.330049235,32.41546735,133.2512309
37019020504,37,19,20504,-4.703225899,0.738929242,-17.58064748,118.4732311
37019020510,37,19,20510,-3.58943345,1.085606995,10.26416375,127.1401749
37019020511,37,19,20511,-2.698174357,1.649723656,32.54564109,141.2430914
37019020514,37,19,20514,-1.866462559,2.201801744,53.33843602,155.0450436
37019020516,37,19,20516,-3.97283024,1.144922341,0.679244011,128.6230585
37019020517,37,19,20517,-4.447517135,0.84666403,-11.18792836,121.1666007
37019020518,37,19,20518,-3.664665551,0.572690052,8.383361237,114.3172513
37021000100,37,21,100,1.468562802,0.414476253,136.7140701,110.3619063
37021000200,37,21,200,1.151634941,0.165560751,128.7908735,104.1390188
37021000300,37,21,300,1.117568842,0.129332254,127.9392211,103.2333064
37021000400,37,21,400,1.185640623,0.64136191,129.6410156,116.0340478
37021000500,37,21,500,0.696994084,0.056850578,117.4248521,101.4212644
37021000600,37,21,600,1.319399653,0.571261069,132.9849913,114.2815267
37021000700,37,21,700,1.236834908,0.399878561,130.9208727,109.996964
37021000800,37,21,800,0.936801252,0.15240845,123.4200313,103.8102113
37021000900,37,21,900,1.259427413,0.429763526,131.4856853,110.7440882
37021001000,37,21,1000,0.770867355,-0.15790492,119.2716839,96.052377
37021001100,37,21,1100,0.953746668,0.169764381,123.8436667,104.2441095
37021001200,37,21,1200,0.766349166,-0.18788966,119.1587292,95.30275849
37021001300,37,21,1300,0.601166071,-0.50681437,115.0291518,87.32964076
37021001401,37,21,1401,0.452122601,-0.587483671,111.303065,85.31290823
37021001402,37,21,1402,0.720464379,-0.352274523,118.0116095,91.19313693
37021001500,37,21,1500,0.436460493,-0.546867655,110.9115123,86.32830863
37021001601,37,21,1601,0.761932397,-0.134491135,119.0483099,96.63772162
37021001802,37,21,1802,0.268300795,-0.604834682,106.7075199,84.87913294
37021001900,37,21,1900,0.853379438,-0.181035556,121.334486,95.47411109
37021002000,37,21,2000,1.106070874,-0.027032313,127.6517719,99.32419218
37021002102,37,21,2102,0.870775916,-0.064030758,121.7693979,98.39923104
37021002203,37,21,2203,0.671964883,0.058304606,116.7991221,101.4576152
37021002205,37,21,2205,-0.025133424,-0.840674287,99.3716644,78.98314284
37021002303,37,21,2303,0.000886636,-0.802573052,100.0221659,79.93567369
37021002503,37,21,2503,-1.084144505,-1.323090637,72.89638738,66.92273408
37021002505,37,21,2505,-0.497797644,-1.362574334,87.5550589,65.93564165
37021002506,37,21,2506,-0.117920473,-0.861715918,97.05198818,78.45710204
37021002607,37,21,2607,-0.74680566,-1.395666437,81.3298585,65.10833907
37021003002,37,21,3002,0.160282922,-0.28224531,104.007073,92.94386725
37021003003,37,21,3003,0.363001534,-0.147419995,109.0750384,96.31450013
37021003105,37,21,3105,-0.406542993,-0.450875651,89.83642517,88.72810873
37021003201,37,21,3201,0.27592807,-0.484420945,106.8982018,87.88947638
37023020500,37,23,20500,0.481093347,1.256730956,112.0273337,131.4182739
37023020600,37,23,20600,0.531814426,1.267778493,113.2953606,131.6944623
37023020801,37,23,20801,-0.95646578,0.006489005,76.0883555,100.1622251
37023020802,37,23,20802,-0.507363055,0.531758519,87.31592364,113.293963
37023020902,37,23,20902,-0.075160112,0.639889959,98.1209972,115.997249
37023021100,37,23,21100,-0.678526839,0.089207876,83.03682903,102.2301969
37023021301,37,23,21301,-1.607536939,-0.135693168,59.81157653,96.6076708
37025040501,37,25,40501,-1.383488509,-1.324387041,65.41278728,66.89032398
37025040701,37,25,40701,0.355038199,0.060679614,108.875955,101.5169903
37025040703,37,25,40703,0.462002625,-0.068178551,111.5500656,98.29553624
37025040704,37,25,40704,0.210911487,-0.496327677,105.2727872,87.59180808
37025040705,37,25,40705,0.306492802,-0.212387249,107.66232,94.69031878
37025040800,37,25,40800,0.666379618,-0.1017421,116.6594905,97.4564475
37025040900,37,25,40900,0.439604403,-0.182875017,110.9901101,95.42812457
37025041001,37,25,41001,0.318155855,-0.58108669,107.9538964,85.47283274
37025041002,37,25,41002,0.817178624,-0.157292387,120.4294656,96.06769033
37025041304,37,25,41304,-1.851597183,-1.839332304,53.71007042,54.01669239
37025041307,37,25,41307,-0.724163006,-1.501087858,81.89592486,62.47280355
37025041504,37,25,41504,-0.723709278,-1.201554625,81.90726806,69.96113437
37025041505,37,25,41505,0.017361946,-0.774489046,100.4340487,80.63777384
37025041901,37,25,41901,0.733975216,-0.310711751,118.3493804,92.23220621
37025041902,37,25,41902,0.915399347,-0.001092283,122.8849837,99.97269292
37025042000,37,25,42000,-0.218703357,-0.569073572,94.53241607,85.77316071
37025042101,37,25,42101,0.549094674,-0.152812246,113.7273668,96.17969385
37025042102,37,25,42102,0.244381169,-0.194001224,106.1095292,95.14996941
37025042201,37,25,42201,0.014944221,-0.276170111,100.3736055,93.09574723
37025042202,37,25,42202,0.056386216,-0.463030088,101.4096554,88.42424781
37025042300,37,25,42300,0.886004476,0.098219,122.1501119,102.455475
37025042401,37,25,42401,0.390720291,-0.285502519,109.7680073,92.86243703
37025042402,37,25,42402,0.629020114,0.060115597,115.7255029,101.5028899
37025042501,37,25,42501,0.323241341,-0.485156138,108.0810335,87.87109656
37025042502,37,25,42502,0.326225281,-0.281917786,108.155632,92.95205536
37025042503,37,25,42503,-0.093128125,-0.562101835,97.67179689,85.94745414
37025042504,37,25,42504,-0.380981076,-0.879054234,90.4754731,78.02364416
37025042601,37,25,42601,-0.693995206,-1.032446128,82.65011986,74.1888468
37025042602,37,25,42602,-0.606884357,-1.018660467,84.82789107,74.53348833
37025042603,37,25,42603,-0.070760634,-0.709953266,98.23098415,82.25116836
37025042604,37,25,42604,0.596521648,-0.16125154,114.9130412,95.9687115
37027030100,37,27,30100,0.412040626,1.356203449,110.3010157,133.9050862
37027030300,37,27,30300,-0.561036325,0.64329097,85.97409189,116.0822742
37027030400,37,27,30400,-0.124953756,1.028158312,96.87615609,125.7039578
37027030600,37,27,30600,-0.173536001,1.077033197,95.66159998,126.9258299
37027030700,37,27,30700,-0.246784765,0.702699441,93.83038088,117.567486
37027030801,37,27,30801,-1.945540451,-0.561748223,51.36148873,85.95629442
37027031403,37,27,31403,-0.563771949,0.432093266,85.90570128,110.8023316
37031970304,37,31,970304,-2.095997699,1.763186141,47.60005752,144.0796535
37031970401,37,31,970401,-0.348868145,3.279370169,91.27829639,181.9842542
37031970403,37,31,970403,-0.364068259,3.128120952,90.89829352,178.2030238
37031970503,37,31,970503,-0.731817636,2.999904605,81.70455911,174.9976151
37031970601,37,31,970601,-4.200855889,0.455575038,-5.021397229,111.3893759
37031970602,37,31,970602,-2.629123921,1.665691552,34.27190197,141.6422888
37031970603,37,31,970603,-1.57562076,2.315983956,60.60948099,157.8995989
37031970606,37,31,970606,-0.961714192,2.670140516,75.95714521,166.7535129
37031970703,37,31,970703,-1.236823725,2.334992901,69.07940687,158.3748225
37031970903,37,31,970903,-5.283030639,0.005366489,-32.07576598,100.1341622
37031970904,37,31,970904,-3.4731849,1.33680173,13.1703775,133.4200433
37031971003,37,31,971003,-3.361039739,0.777136624,15.97400653,119.4284156
37035010102,37,35,10102,0.173254627,0.761996887,104.3313657,119.0499222
37035010201,37,35,10201,-1.878939173,-0.860833202,53.02652068,78.47916994
37035010204,37,35,10204,0.222774558,0.662129696,105.569364,116.5532424
37035010301,37,35,10301,-1.313999969,-0.477371915,67.15000078,88.06570211
37035010302,37,35,10302,-0.343336411,0.506821895,91.41658972,112.6705474
37035010303,37,35,10303,0.23326804,0.800025538,105.831701,120.0006384
37035010304,37,35,10304,-0.098247865,0.697774037,97.54380337,117.4443509
37035010402,37,35,10402,0.618358194,1.345919034,115.4589549,133.6479759
37035010403,37,35,10403,0.290430858,0.87024757,107.2607715,121.7561893
37035010404,37,35,10404,0.322453303,0.503584393,108.0613326,112.5896098
37035010501,37,35,10501,0.649784729,1.251984351,116.2446182,131.2996088
37035010502,37,35,10502,-0.411952245,0.246238255,89.70119386,106.1559564
37035010600,37,35,10600,0.630974653,0.931867851,115.7743663,123.2966963
37035010700,37,35,10700,0.194205046,0.846938172,104.8551262,121.1734543
37035010900,37,35,10900,0.696238466,0.982377629,117.4059616,124.5594407
37035011000,37,35,11000,0.092528202,0.719922416,102.3132051,117.9980604
37035011102,37,35,11102,-0.91143653,-0.035898191,77.21408675,99.10254523
37035011200,37,35,11200,0.684712566,0.93953441,117.1178141,123.4883603
37035011300,37,35,11300,-0.173743184,0.314590138,95.6564204,107.8647535
37035011506,37,35,11506,-1.940199605,-1.1170367,51.49500988,72.07408251
37037020402,37,37,20402,-1.059810727,-0.103684687,73.50473183,97.40788283
37045950400,37,45,950400,0.498727507,0.465994647,112.4681877,111.6498662
37045950701,37,45,950701,-0.540988258,0.517341638,86.47529356,112.933541
37045950702,37,45,950702,0.318104192,1.164032398,107.9526048,129.1008099
37045950800,37,45,950800,-0.691195872,0.044396471,82.72010321,101.1099118
37045950900,37,45,950900,0.630033743,1.212062637,115.7508436,130.3015659
37045951000,37,45,951000,0.451000249,1.015933007,111.2750062,125.3983252
37045951100,37,45,951100,0.869340205,1.38904076,121.7335051,134.726019
37045951200,37,45,951200,0.214228409,0.93652316,105.3557102,123.413079
37049960402,37,49,960402,-1.286422661,2.771314813,67.83943347,169.2828703
37049960403,37,49,960403,-1.611622584,2.782450924,59.70943541,169.5612731
37049960502,37,49,960502,-1.598823171,2.5509773,60.02942074,163.7744325
37049960600,37,49,960600,-0.710273929,3.201167781,82.24315176,180.0291945
37049960700,37,49,960700,-0.662164266,3.361379815,83.44589335,184.0344954
37049960800,37,49,960800,-0.606644435,3.256749404,84.83388911,181.4187351
37049960900,37,49,960900,-0.336087872,3.601885752,91.59780319,190.0471438
37049961002,37,49,961002,-2.671915702,1.718227249,33.20210744,142.9556812
37049961003,37,49,961003,-3.079255147,1.299869196,23.01862132,132.4967299
37049961101,37,49,961101,-4.939319848,-0.017784605,-23.48299619,99.55538487
37049961202,37,49,961202,-2.846664566,2.258387762,28.83338585,156.4596941
37051000200,37,51,200,0.731642712,1.015819016,118.2910678,125.3954754
37051000500,37,51,500,0.571647381,0.756289201,114.2911845,118.90723
37051000600,37,51,600,0.494864468,0.72895155,112.3716117,118.2237888
37051000701,37,51,701,0.375557267,0.572128203,109.3889317,114.3032051
37051000702,37,51,702,0.52076774,0.742150708,113.0191935,118.5537677
37051000800,37,51,800,1.04831672,0.831664042,126.207918,120.791601
37051000900,37,51,900,0.3529704,0.340451861,108.82426,108.5112965
37051001000,37,51,1000,0.440546862,0.385211327,111.0136716,109.6302832
37051001100,37,51,1100,0.43720909,0.130975873,110.9302273,103.2743968
37051001200,37,51,1200,0.587611988,0.470055965,114.6902997,111.7513991
37051001402,37,51,1402,0.157431296,-0.128694333,103.9357824,96.78264168
37051001500,37,51,1500,-1.131026461,-0.891377152,71.72433848,77.71557119
37051001603,37,51,1603,-0.032238377,0.083560483,99.19404057,102.0890121
37051001604,37,51,1604,-0.168721551,0.081997532,95.78196122,102.0499383
37051001605,37,51,1605,0.570053115,0.687906594,114.2513279,117.1976649
37051001606,37,51,1606,-0.298806346,-0.186508828,92.52984135,95.33727929
37051001701,37,51,1701,0.559154038,0.678759837,113.978851,116.9689959
37051001702,37,51,1702,0.195926034,0.143818326,104.8981508,103.5954581
37051001800,37,51,1800,0.650694652,0.885513045,116.2673663,122.1378261
37051001901,37,51,1901,0.171452397,0.291986689,104.2863099,107.2996672
37051001902,37,51,1902,0.393956885,0.598567088,109.8489221,114.9641772
37051001903,37,51,1903,0.346669868,0.473811969,108.6667467,111.8452992
37051002001,37,51,2001,0.479510066,0.579497111,111.9877517,114.4874278
37051002002,37,51,2002,0.39341262,0.484336613,109.8353155,112.1084153
37051002100,37,51,2100,0.501345679,0.502423702,112.533642,112.5605926
37051002200,37,51,2200,0.198094655,0.296810088,104.9523664,107.4202522
37051002301,37,51,2301,0.015113148,-0.194119056,100.3778287,95.1470236
37051002302,37,51,2302,-0.049208883,-0.057675725,98.76977793,98.55810688
37051002401,37,51,2401,0.246110385,0.166997355,106.1527596,104.1749339
37051002402,37,51,2402,0.27937321,0.175053235,106.9843303,104.3763309
37051002503,37,51,2503,0.56384504,0.405125292,114.096126,110.1281323
37051002504,37,51,2504,-0.490854219,-0.510740136,87.72864453,87.23149661
37051002505,37,51,2505,0.227314027,0.126445344,105.6828507,103.1611336
37051003102,37,51,3102,-0.78494177,-0.685390368,80.37645575,82.8652408
37051003103,37,51,3103,-0.58813349,-0.313286982,85.29666274,92.16782545
37051003105,37,51,3105,-0.63999496,-0.217489016,84.00012599,94.5627746
37051003203,37,51,3203,0.0209786,0.036304547,100.524465,100.9076137
37051003205,37,51,3205,-0.327402697,-0.239126428,91.81493256,94.0218393
37051003206,37,51,3206,-0.519450129,-0.656025919,87.01374676,83.59935202
37051003207,37,51,3207,-0.505585772,-0.551053124,87.36035569,86.22367189
37051003208,37,51,3208,-0.073450047,-0.079709682,98.16374882,98.00725794
37051003209,37,51,3209,-0.485604031,-0.505359126,87.85989923,87.36602186
37051003302,37,51,3302,0.14314884,0.291424315,103.578721,107.2856079
37051003304,37,51,3304,0.446317806,0.38892657,111.1579452,109.7231642
37051003307,37,51,3307,-0.132429023,-0.115004775,96.68927444,97.12488063
37051003310,37,51,3310,0.117492076,0.154344575,102.9373019,103.8586144
37051003312,37,51,3312,-0.564437414,-0.337471203,85.88906465,91.56321992
37051003313,37,51,3313,-0.589978966,-0.690193411,85.25052585,82.74516473
37051003314,37,51,3314,-0.240578067,-0.277706008,93.98554834,93.05734979
37051003315,37,51,3315,0.069465844,0.166850926,101.7366461,104.1712732
37051003317,37,51,3317,0.08233518,0.039065308,102.0583795,100.9766327
37051003318,37,51,3318,0.094306216,0.005041419,102.3576554,100.1260355
37051003401,37,51,3401,-0.582267106,0.299894045,85.44332235,107.4973511
37051003403,37,51,3403,-0.474163233,0.437658934,88.14591918,110.9414733
37051003408,37,51,3408,-0.659627123,0.043295353,83.50932192,101.0823838
37051003409,37,51,3409,-0.121167645,0.981579122,96.97080886,124.5394781
37051003410,37,51,3410,-0.14318609,0.908434206,96.42034776,122.7108552
37051003501,37,51,3501,0.682898459,0.425838033,117.0724615,110.6459508
37051003502,37,51,3502,0.626065532,0.670137939,115.6516383,116.7534485
37051003601,37,51,3601,-0.505386332,-0.390273294,87.3653417,90.24316765
37051003800,37,51,3800,1.198162983,1.030617083,129.9540746,125.7654271
37055970101,37,55,970101,-6.049185326,2.382814498,-51.22963315,159.5703624
37055970200,37,55,970200,-2.956957328,4.946174519,26.07606679,223.654363
37055970302,37,55,970302,-2.93490668,5.239256194,26.62733299,230.9814048
37055970601,37,55,970601,-3.530551886,4.404375917,11.73620285,210.1093979
37057060202,37,57,60202,-1.26613916,-1.70876947,68.346521,57.28076325
37057060203,37,57,60203,-0.574115255,-0.74872224,85.64711863,81.281944
37057060301,37,57,60301,-1.576703127,-1.38787027,60.58242183,65.30324326
37057060302,37,57,60302,-1.251899671,-1.361716591,68.70250824,65.95708523
37057060700,37,57,60700,0.765568326,0.188010041,119.1392081,104.700251
37057060800,37,57,60800,0.963533631,0.433203342,124.0883408,110.8300836
37057060900,37,57,60900,0.352785764,-0.073048782,108.8196441,98.17378045
37057061000,37,57,61000,0.585901847,-0.102802463,114.6475462,97.42993843
37057061101,37,57,61101,0.207807396,-0.334511761,105.1951849,91.63720597
37057061102,37,57,61102,-0.711964263,-0.623730175,82.20089344,84.40674562
37057061203,37,57,61203,0.281199187,0.408529094,107.0299797,110.2132274
37057061300,37,57,61300,0.655951665,1.035935717,116.3987916,125.8983929
37057061400,37,57,61400,0.562358643,0.404226497,114.0589661,110.1056624
37057061501,37,57,61501,0.451605916,0.945025846,111.2901479,123.6256462
37057061502,37,57,61502,-0.391152277,-0.072822952,90.22119306,98.17942621
37057061600,37,57,61600,0.141031339,0.151898965,103.5257835,103.7974741
37057061701,37,57,61701,-1.099842968,-0.600817745,72.50392579,84.97955638
37059080301,37,59,80301,-0.153367494,-0.401934325,96.16581266,89.95164187
37059080500,37,59,80500,-1.015333833,-0.224501579,74.61665418,94.38746052
37061090706,37,61,90706,-2.982792621,0.523304835,25.43018448,113.0826209
37063000101,37,63,101,0.928734698,-0.032214953,123.2183675,99.19462617
37063000102,37,63,102,0.850923961,-0.286815663,121.273099,92.82960843
37063000200,37,63,200,1.095879388,0.138341428,127.3969847,103.4585357
37063000301,37,63,301,1.0022563,-0.001934021,125.0564075,99.95164947
37063000401,37,63,401,0.659051179,-0.037282451,116.4762795,99.06793873
37063000402,37,63,402,1.065777214,-0.103483418,126.6444304,97.41291455
37063000500,37,63,500,1.124048325,0.119338027,128.1012081,102.9834507
37063000600,37,63,600,0.757723067,-0.040974154,118.9430767,98.97564616
37063000700,37,63,700,0.984060912,0.215138616,124.6015228,105.3784654
37063000900,37,63,900,1.105363028,-0.11376141,127.6340757,97.15596475
37063001001,37,63,1001,1.078021405,-0.2626286,126.9505351,93.43428501
37063001002,37,63,1002,0.958677585,-0.126939256,123.9669396,96.82651861
37063001100,37,63,1100,1.215723762,-0.065220019,130.3930941,98.36949953
37063001301,37,63,1301,1.285048079,0.29292226,132.126202,107.3230565
37063001303,37,63,1303,1.02393781,0.333385979,125.5984453,108.3346495
37063001304,37,63,1304,1.054430721,0.135321519,126.360768,103.383038
37063001400,37,63,1400,0.959408489,-0.258705941,123.9852122,93.53235147
37063001501,37,63,1501,0.942530411,0.535776651,123.5632603,113.3944163
37063001503,37,63,1503,1.241443138,0.703381872,131.0360784,117.5845468
37063001504,37,63,1504,0.816494833,-0.138888321,120.4123708,96.52779198
37063001505,37,63,1505,1.063805335,-0.234589136,126.5951334,94.13527161
37063001601,37,63,1601,-0.845678334,-1.331010972,78.85804165,66.7247257
37063001604,37,63,1604,-1.011179144,-1.503147737,74.72052139,62.42130659
37063001705,37,63,1705,0.877446933,0.060586159,121.9361733,101.514654
37063001706,37,63,1706,0.264882366,-0.411701895,106.6220591,89.70745262
37063001708,37,63,1708,0.137590101,-0.719566612,103.4397525,82.01083469
37063001710,37,63,1710,0.858458249,-0.064824626,121.4614562,98.37938434
37063001711,37,63,1711,0.874368574,0.004770043,121.8592144,100.1192511
37063001712,37,63,1712,-0.250257158,-0.783374577,93.74357105,80.41563559
37063001713,37,63,1713,0.333499216,-0.369352993,108.3374804,90.76617517
37063001802,37,63,1802,0.552502133,-0.619424514,113.8125533,84.51438715
37063001809,37,63,1809,0.368104292,-0.65773659,109.2026073,83.55658526
37063001810,37,63,1810,0.370165637,-0.838979675,109.2541409,79.02550813
37063001811,37,63,1811,-0.20420833,-1.107339876,94.89479176,72.31650309
37063002007,37,63,2007,0.806125377,-0.403693515,120.1531344,89.90766213
37063002008,37,63,2008,0.27168085,-0.340755094,106.7920212,91.48112265
37063002009,37,63,2009,0.673795662,-0.49501877,116.8448916,87.62453075
37063002013,37,63,2013,0.370931988,-0.347981294,109.2732997,91.30046765
37063002015,37,63,2015,1.075290721,0.046256614,126.882268,101.1564154
37063002021,37,63,2021,0.170714046,-0.635270974,104.2678512,84.11822564
37063002022,37,63,2022,0.510034285,-0.564968395,112.7508571,85.87579013
37063002023,37,63,2023,0.141525556,-0.812868045,103.5381389,79.67829887
37063002024,37,63,2024,0.226619668,-0.659281421,105.6654917,83.51796448
37063002025,37,63,2025,0.074495782,-0.767512337,101.8623945,80.81219157
37063002026,37,63,2026,0.314541978,-0.52006368,107.8635495,86.99840801
37063002029,37,63,2029,0.26435382,-0.389834633,106.6088455,90.25413419
37063002031,37,63,2031,0.999845147,0.21290149,124.9961287,105.3225373
37063002032,37,63,2032,0.529163199,-0.310680148,113.22908,92.2329963
37063002033,37,63,2033,-0.172983581,-0.815507659,95.67541048,79.61230852
37063002034,37,63,2034,-0.069746309,-0.837072344,98.25634226,79.0731914
37063002035,37,63,2035,-0.040442305,-0.897436569,98.98894238,77.56408577
37063002200,37,63,2200,1.291266971,0.07152491,132.2816743,101.7881227
37063002300,37,63,2300,1.247658101,0.087146003,131.1914525,102.1786501
37065020300,37,65,20300,-0.37003467,0.604646982,90.74913326,115.1161745
37065020400,37,65,20400,-0.188415276,0.596351084,95.28961811,114.9087771
37065021000,37,65,21000,-0.147165354,2.055231579,96.32086616,151.3807895
37067000100,37,67,100,1.513794032,0.551784128,137.8448508,113.7946032
37067000200,37,67,200,1.343469892,0.645654869,133.5867473,116.1413717
37067000301,37,67,301,1.119548692,0.264855274,127.9887173,106.6213818
37067000302,37,67,302,0.92138978,-0.516990807,123.0347445,87.07522984
37067000400,37,67,400,0.983806037,0.03954507,124.5951509,100.9886268
37067000500,37,67,500,0.918046899,-0.248590261,122.9511725,93.78524348
37067000600,37,67,600,1.062244015,-0.058330951,126.5561004,98.54172623
37067000700,37,67,700,1.350356572,0.427123895,133.7589143,110.6780974
37067000801,37,67,801,1.184849708,0.720329839,129.6212427,118.008246
37067000802,37,67,802,1.223440505,0.294095103,130.5860126,107.3523776
37067000900,37,67,900,1.271578669,0.626354238,131.7894667,115.658856
37067001000,37,67,1000,1.054117821,0.254261259,126.3529455,106.3565315
37067001100,37,67,1100,1.275218002,0.657769929,131.8804501,116.4442482
37067001200,37,67,1200,0.918236025,0.196879252,122.9559006,104.9219813
37067001300,37,67,1300,0.742820198,0.290899003,118.570505,107.2724751
37067001400,37,67,1400,0.83113143,-0.341816175,120.7782858,91.45459562
37067001500,37,67,1500,0.542153348,-0.658965383,113.5538337,83.52586542
37067001601,37,67,1601,0.657555676,-0.813528106,116.4388919,79.66179735
37067001602,37,67,1602,0.660695496,-0.506569516,116.5173874,87.3357621
37067001700,37,67,1700,0.380674119,-0.380516799,109.516853,90.48708002
37067001800,37,67,1800,0.832715293,-0.166849624,120.8178823,95.8287594
37067001901,37,67,1901,1.066320973,-0.335241855,126.6580243,91.61895364
37067001902,37,67,1902,1.20401092,0.533181987,130.100273,113.3295497
37067002001,37,67,2001,0.933474912,-0.000118527,123.3368728,99.99703682
37067002002,37,67,2002,0.915310208,-0.206095038,122.8827552,94.84762405
